chunk_id,paper_id,chunk_text
CHK_EVAL_1405,PPR_6e78c127,"Fetal weights were measured using analytic balance. Apoptosis of placental cells and VEGF expression in the placental tissue were measured using immunohistochemistry. Result showed that there was sequestration of parasite-infected red blood cells (PRBCs) in intervillous space. Statistical analysis showed that the fetal weights in infected pregnant mice group was significantly lower than non infected one (p = 0.01), and the placental cell apoptosis in placental tissue of infected pregnant mice was significantly higher than the non infected one (p=0.00).There was also a significant difference on VEGF expression between infected group and non infected group (p= 0,00). Plasmodium berghei infection in pregnant Balb/c mice can cause fetal growth retardation due to high of placental cell apoptosis and low VEGF expression."
CHK_EVAL_1406,PPR_3d055062,"Title: Investigations on the risk factors of Acute Respiratory Infections (ARIs) among under-five children in Depok City, Indonesia. Abstract: Acute Respiratory Infections are caused by pathogens that spread rapidly."
CHK_EVAL_1407,PPR_3d055062,"Acute Respiratory Infections include upper respiratory tract infections and lower respiratory tract infections. According to the World Health Organization (2019), Acute Respiratory Infections rank fourth among diseases that affect children with high morbidity. Indonesia's under-five mortality rate due to Acute Respiratory Infections rank first among the Association of Southeast Asian Nations. Under-five mortality due to Acute Respiratory Infections in Indonesia accounts for 22.30% of the total under-five mortality cases. This cross-sectional study was conducted with a total of 100 mother and child pairs selected by simple random sampling. Internal and external factors, including nutritional status, maternal age, maternal education level, presence of a smoker in the house, house ownership, household size, temperature, humidity, lighting, ceilings, floors, walls, and ventilation were investigated as the risk factors of Acute Respiratory Infections among under-five children in this study. Our cross-sectional study found that 68 out of 100 under-five children in this study were infected with Acute Respiratory Infections during the study period. Among the risk factors, our multivariate analysis suggests that presence of smokers, maternal age, and inadequate ceiling conditions were the potential determinants of Acute Respiratory Infections among under-five children in Depok City. Despite the limitations of this study, we believe our results could give a comprehensive overview of the risk factors of Acute Respiratory Infections in under-five children."
CHK_EVAL_1408,PPR_5b17f73d,"Title: Factors associated with the completion of antenatal care in Indonesia: A cross-sectional data analysis based on the 2018 Indonesian Basic Health Survey. Abstract: The global incidence of maternal mortality remains high, including in Indonesia, and the utilization of antenatal care services can help reduce these rates. Despite numerous studies examining factors affecting antenatal care utilization, there has been limited focus on identifying factors related to the completion of these services. This study aimed to analyze factors associated with the completion of antenatal care in Indonesia. The study used a cross-sectional analysis of secondary data from the Basic Health Research conducted by the Indonesian Ministry of Health in March 2018. The sample consisted of 65,929 pregnant women aged 15 to 49."
CHK_EVAL_1409,PPR_5b17f73d,"Descriptive statistics, chi-square tests, and multiple logistic regression were used for data analysis. The majority of respondents (75.2%) completed antenatal care. Factors significantly correlated with antenatal care completion were education level, occupation status, health insurance ownership, place of antenatal care services, travel time to health facilities, area of residence, history of pregnancy, parity, desired pregnancy, and pregnancy complications."
CHK_EVAL_1410,PPR_b11b2d9c,"Title: Placental damage comparison between preeclampsia with COVID-19, COVID-19, and preeclampsia: analysis of caspase-3, caspase-1, and TNF-alpha expression. Abstract: Some studies have reported that preeclampsia with coronavirus disease 2019 (COVID-19) significantly increases the risk of adverse perinatal outcome until near to three-fold over the normal pregnancy. Preeclampsia pathophysiology in theory, increases the perinatal mortality and morbidity starting from placental injury which is also believed to share the common pathway with COVID-19 infection. Major typical placental injuries for these matters could be apoptotic, necrotic, or pyroptotic. This study aimed to compare placental damage between those three conditions above in those three typical injuries. This was an observational analytic study with cross-sectional setting."
CHK_EVAL_1411,PPR_b11b2d9c,"Seventy-two pregnant women admitted to hospital consecutively with diagnosis of preeclampsia with COVID-19, Preeclampsia only and COVID-19 only. Diagnosis for preeclampsia was following FIGO criteria with at least one of the severe features. COVID-19 eligible for this study was PCR test confirmative with moderate to severe clinical degree. Placenta were taken after the delivery, and parameters were quantified with immunohistochemistry test for caspase-3, caspase-1, and TNF-alpha representing apoptotic, pyroptotic, and necrotic pathway respectively. Pregnancy with double complications, preeclampsia, and COVID-19, significantly has the highest placental damage on apoptotic, pyroptotic, and necrotic pathway shown from the caspase-3, caspase-1, and TNF-alpha expression in placenta (p <0.05). Moderate to severe degree of COVID-19 resulting higher placental damage compared to preeclampsia in all the three forms (p <0.05). Apoptotic process was the most prominent among other pathways. Preeclampsia with COVID-19 infection showed significant placental damage, with major changes related were apoptosis, inflammation, and necrosis. This data support poor perinatal outcome of pregnancy having preeclampsia and COVID-19 at the same time."
CHK_EVAL_1412,PPR_151bc858,"Title: Right abdominal pregnancy with hemorrhagic shock after previous left tubal pregnancy: A case report. Abstract: Abdominal pregnancy is the rarest ectopic pregnancies, with an incidence of 1 per 10,000 live births, and life-threatening because the symptoms are not specific and diagnosis is made after abdominal pain, amenorrhea and vaginal bleeding occur. We present a rare case of abdominal pregnancy in a 31-year-old Indonesian woman with severe abdominal pain within 24 hours before hospital admission, accompanied by nausea, vomiting, dizziness and weakness. She felt the pain increasing since the last 2 weeks and limiting her movement."
CHK_EVAL_1413,PPR_151bc858,"She has a history of a left tubal pregnancy 5 years ago. Ultrasonography examination revealed an ectopic pregnancy, and she was rushed to the operation room for emergency exploratory laparotomy. An abdominal pregnancy was found, located in the right adnexa with excessive fluid in cavum Douglass and a foetus in around 11-12 weeks of gestation accompanied by free fluid in the subdiaphragmatic, subhepatic and pelvic cavity. The surgery was a successful, four units of whole blood were transfused, and the patient was safely discharged from the hospital. The current concept on management of abdominal pregnancy supports immediate surgical intervention with pregnancy termination, as found in this case, because the patient's condition is hemodynamically unstable indicating hemorrhagic shock correlated with massive hemoperitoneum. A prompt diagnosis and good teamwork in treatment plays an important role for such a life-threatening condition to avoid maternal morbidity and mortality in a case of abdominal pregnancy."
CHK_EVAL_1414,PPR_cbaacdfc,"Title: Modified Pathway to Survival highlights importance of rapid access to quality institutional delivery care to decrease neonatal mortality in Serang and Jember districts, Java, Indonesia. Abstract: Three-quarters of births in Indonesia occur in a health facility, yet the neonatal mortality rate remains high at 15 per 1000 live births. The Pathway to Survival (P-to-S) framework of steps needed to return sick neonates and young children to health focuses on caregiver recognition of and care-seeking for severe illness. In view of increased institutional delivery in Indonesia and other low- and middle-income countries, a modified P-to-S is needed to assess the role of maternal complications in neonatal survival. We conducted a retrospective cross-sectional verbal and social autopsy study of all neonatal deaths from June through December 2018, identified by a proven listing method in two districts of Java, Indonesia. We examined care-seeking for maternal complications, delivery place, and place and timing of neonatal illness onset and death."
CHK_EVAL_1415,PPR_cbaacdfc,"The fatal illnesses of 189/259 (73%) neonates began in their delivery facility (DF), 114/189 (60%) of whom died before discharge. Mothers whose neonate's illness started at their delivery hospital and lower-level DF were more than six times (odds ratio (OR) = 6.5; 95% confidence interval (CI) = 3.4-12.5) and twice (OR = 2.0; 95% CI = 1.01-4.02) as likely to experience a maternal complication as those whose neonates fell fatally ill in the community, and illness started earlier (mean = 0.3 vs 3.6 days; P < 0.001) and death came sooner (3.5 vs 5.3 days; P = 0.06) to neonates whose illness started at any DF. Despite going to the same number of providers/facilities, women with a labour and delivery (L/D) complication who sought care from at least one other provider or facility on route to their DF took longer than those without a complication to reach their DF (median = 3.3 vs 1.3 hours; P = 0.01). Neonates' fatal illness onset in their DF was strongly associated with maternal complications. Mothers with a L/D complication experienced delays in reaching their DF, and nearly half the neonatal deaths occurred in association with a complication, suggesting that mothers with complications first seeking care at a hospital providing emergency maternal and neonatal care might have prevented some deaths. A modified P-to-S highlights the importance of rapid access to quality institutional delivery care in settings where many births occur in facilities and/or there is good care-seeking for L/D complications."
CHK_EVAL_1416,PPR_65e9e8d3,"Title: The Impact of Iron Supplementation During Pregnancy and Change of Consumption among Stunting Children Aged 6-24 Months During the COVID-19 Pandemic in Indonesia. Abstract: During the COVID-19 pandemic, stunting is estimated to increase 2.4 times higher than the normal trend. This study aims to identify the risk factors for stunting during the COVID-19 pandemic. An unmatched case-control study was conducted to compare the exposure of stunted (cases) and non-stunted (controls) children."
CHK_EVAL_1417,PPR_65e9e8d3,"There were 127 children aged 6-24 months, 43 cases, and 84 controls. The probability of stunting was two times greater in children who experienced good changes in the consumption of tofu/tempeh (p: 0.047; AdjustedOR (aOR): 2.296; 95% CI 1.013-5.205) and fourtimes greater in children who have a mother that did not receive iron supplementation during pregnancy (p: 0.030; aOR: 4.344; 95% CI: 1.154-16.355). Based on the above results, increasing access to nutritious food, and the delivery of services and information related to maternal and child health services during the pandemic needs to be intensified by using innovative low-risk platforms."
CHK_EVAL_1418,PPR_2daee58e,"Title: The outcomes of fetal aortic valvuloplasty in critical aortic stenosis: A systematic review and meta-analysis. Abstract: Critical aortic stenosis that appears in mid-gestation tends to develop to growth retardation of left ventricle, known as hypoplastic left heart syndrome (HLHS). Despite better clinical management of HLHS, the morbidity and mortality rates of univentricular circulation patients remain high. In this paper, we sought to perform a systematic review and meta-analysis to know the outcomes of fetal aortic valvuloplasty in critical aortic stenosis patients. This systematic review and meta-analysis was conducted according to the Preferred Reporting Items for Systematic Review and Meta-Analyses (PRISMA) statement. A systematic search on fetal aortic valvuloplasty procedure for critical aortic stenosis was performed through PubMed, Scopus, EBSCOhost, ProQuest, and Google Scholar. The primary endpoint of each group was overall mortality."
CHK_EVAL_1419,PPR_2daee58e,"We used R software (version 4.1.3) to estimate the overall proportion of each outcome using random-effects model of proportional meta-analysis. A total of 389 fetal subjects from 10 cohort studies were included in this systematic review and meta-analysis. Fetal aortic valvuloplasty (FAV) was successfully performed in 84% of patients. It revealed a successful conversion to biventricular circulation rate of 33% with a mortality rate of 20%. Bradycardia and pleural effusion requiring treatment were two most common fetal complications, whereas maternal complication reported was only placental abruption in one patient. FAV has a high technical success rate with the ability to achieve biventricular circulation and a low rate of procedure-related mortality if carried out by experienced operators."
CHK_EVAL_1420,PPR_52058a60,"Title: Management of Labor in Pregnancy Complicated with Previous Tuberculosis with Giant Lung Bullae and Intrauterine Growth Restriction: A Case Report. Abstract: Tuberculosis (TB) is the leading infectious cause of mortality in developing countries. In pregnancy, TB may cause complications including intrauterine growth restriction (IUGR) and vertical transmission of TB. Recurrent TB infection can cause permanent damage to lung tissue, and formation lung bullae can occur. Giant lung bullae may be harmless in normal conditions, but cause concern if the patient is pregnant. A 22-year-old G1P0A0 woman at 9 months of pregnancy came to our institution due to labor pain. She also presented with active TB from 1 month before admission. Chest X-ray findings suggestive of tuberculosis and giant bullae were found. She was diagnosed with active 1st phase of labor with active TB and giant lung bullae. The Cardiothoracic Surgery Department was on standby during labor to take countermeasures if bullae rupture occurred. The 2nd stage of labor was shortened with vacuum extraction."
CHK_EVAL_1421,PPR_52058a60,"After delivery, the patient was shifted to an isolation room and started on antitubercular drugs."
CHK_EVAL_1422,PPR_d20717b4,"Title: Clinical and bacteriological profile of culture-negative and culture-proven neonatal sepsis in Palembang, Indonesia. Abstract: Culture-negative and multidrug-resistant neonatal sepsis frequently occur in developing countries and complicate neonatal sepsis management."
CHK_EVAL_1423,PPR_d20717b4,"These conditions contribute to a high neonatal mortality rate and accelerate the misuse of antibiotics. However, the extent of culture-negative and multidrug-resistant neonatal sepsis in developing countries remains poorly characterized. This study aims to describe culture-negative and culture-proven neonatal sepsis epidemiology and the antimicrobial resistance patterns in Palembang, Indonesia."
CHK_EVAL_1424,PPR_1e4890c6,"Title: Antenatal care is associated with adherence to iron supplementation among pregnant women in selected low-middle-income-countries of Asia, Africa, and Latin America & the Caribbean regions: Insights from Demographic and Health Surveys. Abstract: Anaemia is a global public health problem affecting 800 million women and children globally. Anaemia is associated with perinatal mortality, child morbidity and mortality, mental development, immune competence, susceptibility to lead poisoning and performance at work. The objective of this article is to identify whether antenatal care-seeking was associated with the uptake of iron supplementation among pregnant women, adjusting for a range of covariates. This article used data from the cross-sectional recent Demographic and Health Surveys (DHS) of 12 countries in Asia, Africa and Latin America & the Caribbean regions."
CHK_EVAL_1425,PPR_1e4890c6,"The individual-level data from 273,144 women of reproductive age (15-49 years) were analysed from multi-country DHS. Multiple Logistic regression analyses were conducted using Predictive Analytics Software for Windows (PASW), Release 18.0. Receiving at least four antenatal care visits was significantly associated with the consumption of 90 or more iron-containing supplements in 12 low and middle income countries across three regions after adjusting for different household and respondent characteristics, while mass media exposure was found to be a significant predictor in India and Indonesia. Antenatal care seems to be the most important predictor of adherence to iron intake in the selected countries across Africa, Asia, Latin America and Caribbean regions."
CHK_EVAL_1426,PPR_07e631ce,"Title: The role of IL-2 cytokine family in asthma. Abstract: {'background_and_objective': 'The interleukin-2 (IL-2) family of cytokines, including IL-2, IL-4, IL-7, IL-9, IL-15, and IL-21, are pivotal regulators of the immune response, impacting both innate and adaptive immunity."
CHK_EVAL_1427,PPR_07e631ce,"Understanding their molecular characteristics, receptor interactions, and signalling pathways is essential for elucidating their roles in health and disease.', 'methods': 'A thorough literature review was conducted to gather insights into the molecular biology, receptor interactions, and signalling pathways of IL-2 family cytokines. Additionally, studies investigating the roles of these cytokines in chronic respiratory diseases, particularly COPD and asthma, were analysed to discern their implications in wider pathophysiology of disease.', 'results': 'IL-2 family cytokines exert pleiotropic effects on immune cells, modulating cellular proliferation, differentiation, and survival. Dysregulation of IL-2 family cytokines has been implicated in the pathogenesis of chronic respiratory illnesses, including COPD and asthma. Elevated levels of IL-2 and IL-9 have been associated with disease severity in COPD, while IL-4 and IL-9 play crucial roles in asthma pathogenesis by promoting airway inflammation and remodelling.', 'conclusion': 'Understanding the intricate roles of IL-2 family cytokines in chronic respiratory diseases provides valuable insights into potential therapeutic targets for these conditions. Targeting specific cytokines or their receptors may offer novel treatment modalities to attenuate disease progression and improve clinical outcomes in patients with COPD and asthma.'}"
CHK_EVAL_1428,PPR_11117992,"Title: Cigarette smoke-induced dysbiosis: comparative analysis of lung and intestinal microbiomes in COPD mice and patients. Abstract: {'background_and_objective': ""The impact of cigarette smoke (CS) on lung diseases and the role of microbiome dysbiosis in chronic obstructive pulmonary disease (COPD) have been previously reported; however, the relationships remain unclear. Our research examined the effects of 20-week cigarette smoke (CS) exposure on the lung and intestinal microbiomes in C57BL/6JNarl mice, alongside a comparison with COPD patients' intestinal microbiome data from a public dataset."", 'methods': 'The study found that CS exposure significantly decreased forced vital capacity (FVC), thickened airway walls, and induced emphysema. Increased lung damage was observed along with higher lung keratinocyte chemoattractant (KC) levels by CS exposure."
CHK_EVAL_1429,PPR_11117992,"Lung microbiome analysis revealed a rise in Actinobacteriota, while intestinal microbiome showed significant diversity changes, indicating dysbiosis.', 'results': 'Principal coordinate analysis highlighted distinct intestinal microbiome compositions between control and CS-exposed groups. In the intestinal microbiome, notable decreases in Patescibacteria, Campilobacterota, Defferibacterota, Actinobacteriota, and Desulfobacterota were observed.', 'conclusion': 'Lung interleukins, interferon-ɣ, KC, and 8-isoprostane levels were linked to lung microbiome dysbiosis. Notably, dysbiosis patterns in CS-exposed mice were similar to those in COPD patients, particularly of Global Initiative for Chronic Obstructive Lung Disease (GOLD) stage 4 patients.'}"
CHK_EVAL_1430,PPR_9d2b353f,"Title: Association between inhaled corticosteroid use and risk of hyperglycemia in patients with chronic obstructive pulmonary disease: A systematic review and meta-analysis. Abstract: {'background_and_objective': 'Chronic obstructive pulmonary disease (COPD) patients have a higher risk of developing diabetes, and studies suggest that inhaled corticosteroids (ICSs) use may be associated with a higher risk of diabetes, particularly at higher doses. This study aims to investigate the effects of ICS use on the risk of diabetes and blood glucose levels in COPD patients.', 'methods': ""A systematic search was carried out on the PubMed, EBSCOhost, and ProQuest databases using the terms 'Inhaled Corticosteroids,' 'Diabetes,' and 'Chronic Obstructive Pulmonary Disease' for the period between 2013 and 2023. The systematic review adhered to the PRISMA 2020 guideline."
CHK_EVAL_1431,PPR_9d2b353f,"A meta-analysis was conducted using a random-effects model using the RevMan 5 software."", 'results': 'A total of 14 studies were included in the final analysis, with 10 randomized controlled trials (RCTs) and 4 observational studies. Two observational studies investigated the relationship between ICS dose and diabetes risk. A meta-analysis of the RCTs studies showed a nonstatistically significant tendency toward increased blood glucose (odds ratio [OR] 1.07 and 95% confidence interval [CI] 0.88-1.30) after a 52-week follow-up.', 'conclusion': 'Short-term use of ICS does not have a significant effect on blood glucose. However, long-term use, especially at higher doses, can increase the risk of developing diabetes.'}"
CHK_EVAL_1432,PPR_38069597,"Title: Emergency management of recurrent ovarian ectopic pregnancy in a hemodynamically unstable patient: A case report. Abstract: {'background_and_objective': 'Recurrent ectopic pregnancy is defined as the occurrence of more than one extrauterine implantation of a fertilized ovum. Ectopic pregnancy arises when a fertilized egg fails to implant within the endometrial cavity and instead attaches to an alternative site such as the fallopian tube, ovary, or peritoneal cavity.', 'methods': 'The patient was admitted to the emergency maternal unit with severe abdominal pain. A previous history of ectopic pregnancy raised the suspicion of recurrence."
CHK_EVAL_1433,PPR_38069597,"The diagnosis of ectopic pregnancy was established, and the patient underwent emergency exploratory laparotomy.', 'results': 'During the procedure, the gestational sac was identified on the surface of the right ovary. Postoperatively, the patient required blood transfusion and supportive management, and was discharged in stable condition after several days of hospitalization.', 'conclusion': 'Ovarian ectopic pregnancy is an uncommon but serious condition. Early diagnosis, ideally with high-resolution ultrasonography, is essential to prevent life-threatening complications such as rupture, massive intra-abdominal hemorrhage, hemorrhagic shock, and maternal mortality.'}"
CHK_EVAL_1434,PPR_d9f12591,"Title: # Pre-eclampsia screening with maternal risk factors and ophthalmic Doppler artery: a systematic review. Abstract: {'background_and_objective': 'Pre-eclampsia (PE) affects 2-8% of pregnant women and is a major cause of maternal and perinatal complications. Early risk identification is critical to reducing maternal and neonatal mortality and morbidity.', 'methods': 'Relevant articles were identified from PubMed, Wiley Online Library, and ScienceDirect using predefined inclusion and exclusion criteria."
CHK_EVAL_1435,PPR_d9f12591,"Articles were screened in two stages - primary extraction by title and abstract, followed by full-text evaluation.', 'results': 'Of the 103 records screened, 24 articles were retrieved, and 7\u2009met the eligibility criteria. All studies examined ophthalmic artery Doppler parameters - especially the peak systolic velocity (PSV) ratio - for PE screening across different gestational ages.', 'conclusion': 'The PSV ratio showed moderate-to-high predictive value when combined with established clinical biomarkers. The ophthalmic Doppler artery is regarded as a viable alternative or combination for early detection of PE that is simple to implement and effective, particularly in healthcare facilities in developing countries.'}"
CHK_EVAL_1436,PPR_4f29d76f,"Title: Emerging evidence to reduce the burden of tuberculosis in children and young people. Abstract: {'background_and_objective': 'Tuberculosis (TB) remains a major global health challenge. Children, adolescents, and young mothers are high-risk populations for TB with unique challenges and needs."
CHK_EVAL_1437,PPR_4f29d76f,"Children are often misdiagnosed or diagnosed too late, resulting in long-term sequelae or mortality, while adolescents, despite having more recognizable adult-type TB and being an important source of community transmission, can be difficult to engage in care as they often fall between pediatric and adult models of care. TB during pregnancy poses significant risks to the mother-infant pair, yet antenatal screening to ensure timely treatment initiation is often inadequate.', 'methods': '', 'results': '', 'conclusion': 'Recent research advancements to address these challenges include more accessible TB management aids, shorter effective drug regimens, child-friendly drug formulations, strategies for active case finding to expand treatment coverage including of asymptomatic disease, and more options for preventive therapy. These advances have informed global policy and guidelines; however, major gaps in translation from policy to practice remain.'}"
CHK_EVAL_1438,PPR_fd854570,"Title: Results of a qualitative study to explore the current situation and develop elements essential for optimal preconception care in Indonesian primary care. Abstract: {'background_and_objective': 'Despite its essential benefits to prevent pregnancy-related morbidity and mortality, comprehensive preconception counselling care in Indonesia is yet to exist. Before further developing the appropriate care for women, this study aimed to understand the current situation and propose essential elements necessary for further developing the optimal preconception care in Indonesian primary care.', 'methods': 'Focus group (FG) discussions guided by grounded theory approach were conducted with Indonesian general practitioners, nurses, midwives, and obstetricians from Bantul Regency, Yogyakarta Province, between July and September 2023. The data were thematically analysed."
CHK_EVAL_1439,PPR_fd854570,"Seven FGs involving 59 participants were conducted.', 'results': ""Three themes emerged: 'the Way', 'the Dream Ball' and 'the Bumps'. The Way depicts the providers' conscious misconception regarding preconception care about being simple rather than comprehensive health examination and their intention to support women's readiness to conceive. The Way also covers the providers' perceived limited training in primary care to perform preconception care. The Dream Ball describes providers' ideas of an optimal preconception care and their future expectations for the service in practice. The Bumps are the potential challenges of preconception care in primary care practice."", 'conclusion': ""Our findings add to the literature on Indonesia's healthcare providers' perceptions of preconception care and its potential implementation in practice. The proposed framework will guide providers, researchers, and policymakers in developing an appropriate preconception care model for Indonesian primary care.""}"
CHK_EVAL_1440,PPR_9b189847,"Title: Geographically weighted generalized poisson regression model with the best kernel function in the case of the number of postpartum maternal mortality in east java. Abstract: {'background_and_objective': 'This study proposes a Geographically Weighted Generalized Poisson Regression (GWGPR) model with the best kernel function to obtain a model of the number of postpartum maternal mortality in East Java Province in 2020 and determine the factors that affect the number of maternal postpartum mortality in East Java in 2020.', 'methods': 'The kernel functions used in this study are fixed bisquare kernel, fixed tricube kernel, and adaptive bisquare kernel. Optimum bandwidth selection using the Cross-Validation (CV) method. The results obtained the best model is the GWGPR model with a fixed bisquare kernel because it produces the smallest AIC value of 194.92.', 'results': 'Variables significantly affecting the number of maternal postpartum mortality in East Java in 2020 vary in each district/city where there are three regional groups."
CHK_EVAL_1441,PPR_9b189847,"The percentage of pregnant women who had a pregnancy visit K1, the percentage of pregnant women who had a pregnancy visit K4, the percentage of households receiving cash assistance, and the ratio of hospitals and health centres have a significant effect on Kabupaten Blitar, Mojokerto, Gresik, Bangkalan, Blitar City, Mojokerto City, Surabaya City. While the five predictor variables together significantly affect districts/cities included in group 3, such as Ponorogo, Trenggalek, Tulungagung, Kediri, Malang, Lumajang, Jember, Banyuwangi, Bondowoso and so on.', 'conclusion': 'Some of the highlights of the proposed approach are:•Generalized Poisson regression model using the maximum likelihood estimation (MLE) method.•The kernel functions used in the Geographically Weighted Generalized Poisson Regression (GWGPR) model to determine bandwidth are fixed bisquare, fixed tricube, and adaptive bisquare kernel functions selected using the Cross Validation (CV) method.•The computation procedure is easy to implement.'}"
CHK_EVAL_1442,PPR_5753f82c,"Title: The effectiveness of psycho-educational counseling in pregnant women with preeclampsia: A systematic review. Abstract: {'background_and_objective': 'Pre-eclampsia is one of the main causes of maternal mortality, premature birth and low birth weight in developing countries. In addition, this condition can lead to chronic diseases (including cardiovascular and renal diseases) in postpartum mothers. The purpose of this study was to review the effectiveness of psycho-educational counseling in pregnant women with preeclampsia.', 'methods': 'The methods of this study were using PRISMA guidelines, databases from Scopus, PubMed and ScienceDirect, were published 2016 until 2020, yielded 65 articles. The keywords were retrieved from Medical Subject Heading (Mesh).', 'results': 'Interventions were given during the treatment period ranges from cognitive-behavioral counseling group that received four 1.5-h counseling sessions and the solution-focused counseling that received three 1.5-h counseling sessions, which were held weekly.', 'conclusion': 'This systematic review concludes that improving prenatal empowerment and self-care enable mothers to experience fewer complications in this period of their life."
CHK_EVAL_1443,PPR_5753f82c,"Thus, psycho-educational provides an excellent opportunity for educating and counseling pregnant women to promote maternal and neonatal health and psychological well-being.'}"
CHK_EVAL_1444,PPR_9c73e141,"Title: Exploring the Influence of Sociodemographic Characteristics on the Utilization of Maternal Health Services: A Study on Community Health Centers Setting in Province of Jambi, Indonesia. Abstract: {'background_and_objective': 'The Maternal Mortality Ratio in Indonesia has remained high, making it a national priority. The low utilization of maternal health services at community health centers is considered to be one of the reasons for poor maternal health status. This study aims to assess the influence of sociodemographic factors on utilization of maternal health services.', 'methods': 'The analysis was completed using binary and logistic regression to examine the association between sociodemographic variables and maternal health services utilization. A total of 436 women participated in the survey.', 'results': 'In the multivariable analysis, age, education, ethnicity, parity status, distance to health centers and insurance ownership were associated with the utilization of maternal health services."
CHK_EVAL_1445,PPR_9c73e141,"Ethnicity (OR, 2.1; 95% confidence interval, 1.4-3.3) and distance to the CHC (OR, 0.5; 95% confidence interval, 0.3-0.8) were significantly associated with ANC visits. The association between parity and place of delivery was statistically significant (OR, 0.8; 95% confidence interval, 0.5-1.4). A positive association between basic health insurance ownership and PNC services was reported (OR, 0.3; 95% confidence interval, 0.1-0.6).', 'conclusion': 'Several sociodemographic factors were positively associated with the utilization of maternal health services at the CHCs. The required measures to improve the utilization of maternal health services at the CHCs level have to take into consideration the sociodemographic factors of reproductive age women.'}"
CHK_EVAL_1446,PPR_04b4679d,"Title: Implementation of assistance for one pregnant woman one cadre (OPOC) in Banjarnegara District, Central Java Province, Indonesia."
CHK_EVAL_1447,PPR_04b4679d,"Abstract: {'background_and_objective': 'The high maternal mortality rate caused by late detection of risk factors for pregnant women is a major health problem in Banjarnegara District. One of the efforts made to overcome this problem is the implementation of assistance for one pregnant woman by one cadre (OPOC).', 'methods': 'A quantitative cross-sectional design was used, where a total of 200 cadres were selected as respondents using a representative purposive sampling method.', 'results': 'The results showed that reminding mothers about their antenatal care schedule, detecting risk factors, monitoring of fetal health through movements, and making commitments for birth planning and complications prevention were carried out by 199 (99.49%), 129 (64.84%), 138 (69.05%), and 159 (79.42%) respondents, respectively.', 'conclusion': 'These findings show that they need guidance, training, and motivation from public health centers.'}"
CHK_EVAL_1448,PPR_d2e581f1,"Title: Care-seeking and health insurance among pregnancy-related deaths: A population-based study in Jember District, East Java Province, Indonesia. Abstract: {'background_and_objective': ""Despite the increased access to facility-based delivery in Indonesia, the country's maternal mortality remains unacceptably high. Reducing maternal mortality requires a good understanding of the care-seeking pathways for maternal complications, especially with the government moving toward universal health coverage."", 'methods': 'This was a community-based cross-sectional study to identify all pregnancy-related deaths in the district from January 2017 to December 2018. Follow-up verbal and social autopsy interviews were conducted to collect information on care-seeking behavior, health insurance, causes of death, and other factors.', 'results': 'Among 103 pregnancy-related deaths, 40% occurred after 24 hours postpartum, 36% during delivery or within the first 24 hours postpartum, and 24% occurred while pregnant. The leading causes of deaths were hemorrhage (38.8%), pregnancy-induced hypertension (20.4%), and sepsis (16.5%)."
CHK_EVAL_1449,PPR_d2e581f1,"Most deaths occurred in health facilities (81.6%), primarily hospitals (74.8%). Nearly all the deceased sought care from a formal health provider during their fatal illness (93.2%).', 'conclusion': 'The fact that women sought care and reached health facilities regardless of their insurance status provides opportunities to prevent deaths by ensuring that every woman receives timely and quality care. Accordingly, the increasing demand should be met with balanced readiness of both primary care and hospitals to provide quality care, supported by an effective referral system.'}"
CHK_EVAL_1450,PPR_d87ae1d6,"Title: Antenatal care services utilization during COVID-19 second wave attack in Pasuruan, Indonesia. Abstract: {'background_and_objective': 'Indonesia is currently experiencing the second wave of the COVID-19 pandemic, impacting maternal health services and maternal mortality. This research aims to investigate the use of antenatal care (ANC) during the COVID-19 second wave and the factors that play a role in this situation.', 'methods': 'A cross-sectional study was conducted during July 2021 on 344 pregnant women in primary, secondary, and tertiary maternal health care facilities in Pasuruan Regency, Indonesia. The data collection technique was simple random sampling, with face-to-face interviews assisted by questionnaires."
CHK_EVAL_1451,PPR_d87ae1d6,"Logistic regression and adjusted odds ratio with 95% CI and p<0.05 were performed to identify a significant relationship.', 'results': ""136 (39.5%) pregnant women did not use ANC services during the second wave of the COVID-19 outbreak. Husband's support (AOR=13.814, 95% CI: 8.090-23.588), believing that pregnant women are not afraid of contracting COVID-19 (AOR=6.501, 95% CI: 3.904-10.825), easy access to transportation (AOR=12.145, 95% CI: 6.186-23.846), ease of ANC fees (AOR=4.105, 95% CI: 2.424-6.950), no lockdown policy (AOR=3.130, 95% CI: 1.983-4.940), knowledge regarding COVID-19 (AOR=2.975, 95% CI: 1.793-4.938), COVID-19 information on social media (AOR=3.035, 95% CI: 1.179-7.815), COVID-19 prevention protocols in health facilities (AOR=8.478, 95% CI: 3.611-19.903) were predictors of ANC utilization."", 'conclusion': 'This encourages the importance of prioritizing health services for pregnant women during the pandemic, overcoming the fear of contracting COVID-19 through maternal education, husband support, easy access to ANC, and improving the quality of ANC service facilities.'}"
